c resource constrained multi commodity flow
c WorldLarge
k 419 480 9 2200
k 419 485 1 3300
k 419 486 7 1200
k 419 491 1 3200
k 419 496 69 600
k 419 505 13 900
k 419 508 1 1400
k 419 520 8 3800
k 419 527 2 3700
k 419 528 16 4000
k 419 543 2 3000
k 419 548 4 1600
k 419 550 19 500
k 419 564 5 1200
k 419 578 14 4500
k 419 584 32 3000
k 419 591 5 1000
k 420 464 4 3900
k 420 474 1 2700
k 420 477 3 5100
k 420 480 11 2200
k 420 486 6 2000
k 420 491 3 2400
k 420 492 3 2500
k 420 494 7 3100
k 420 495 38 300
k 420 497 2 300
k 420 499 9 2800
k 420 505 2 500
k 420 508 2 1400
k 420 513 2 2600
k 420 514 2 2800
k 420 516 2 2000
k 420 518 2 3800
k 420 520 7 2700
k 420 521 18 400
k 420 528 9 5500
k 420 536 2 4000
k 420 541 6 2200
k 420 543 6 3000
k 420 544 4 5300
k 420 546 3 4600
k 420 555 51 1800
k 420 568 15 900
k 420 574 20 3000
k 420 578 3 5000
k 420 584 8 3500
k 420 587 82 1000
k 420 589 46 500
k 420 590 47 1000
k 420 591 2 1500
k 420 593 11 400
k 420 594 2 2600
k 420 598 1 1100
k 421 468 2 4400
k 421 470 2 4100
k 421 471 1 3100
k 421 473 3 2800
k 421 474 4 2500
k 421 477 10 4400
k 421 480 1 3600
k 421 488 17 5300
k 421 491 10 3400
k 421 492 30 5100
k 421 493 3 3400
k 421 495 7 1700
k 421 498 42 2700
k 421 499 2 2500
k 421 508 35 2000
k 421 509 5 2900
k 421 510 15 3100
k 421 511 6 3300
k 421 512 7 2700
k 421 513 1 2900
k 421 514 2 2800
k 421 516 33 2600
k 421 520 33 3200
k 421 522 3 5100
k 421 524 2 5100
k 421 531 4 2400
k 421 532 6 2800
k 421 540 8 3900
k 421 541 15 3900
k 421 543 20 3500
k 421 549 1 6000
k 421 554 6 3600
k 421 555 63 2500
k 421 557 1 3200
k 421 562 10 400
k 421 565 4 4600
k 421 567 1 2900
k 421 568 4 1800
k 421 569 3 2600
k 421 571 1 3200
k 421 574 2 3200
k 421 578 1 5100
k 421 584 9 3600
k 421 588 36 1700
k 421 589 3 2300
k 421 590 1 1800
k 421 591 11 1500
k 421 593 6 1100
k 421 595 6 1400
k 421 598 9 1900
k 421 601 2 4700
k 422 464 3 2600
k 422 465 1 4700
k 422 467 2 4500
k 422 472 2 1800
k 422 475 1 3600
k 422 478 1 4800
k 422 480 2 4300
k 422 496 1 4200
k 422 498 24 3900
k 422 499 3 4800
k 422 509 4 3600
k 422 511 5 3400
k 422 513 4 4100
k 422 514 1 3600
k 422 516 9 3800
k 422 518 2 4700
k 422 520 96 400
k 422 525 2 3800
k 422 528 1 2300
k 422 531 5 4200
k 422 532 2 3900
k 422 542 7 3900
k 422 547 1 5000
k 422 549 2 2600
k 422 550 1 7000
k 422 553 2 1100
k 422 555 9 3800
k 422 557 1 2000
k 422 561 3 5000
k 422 562 1 3600
k 422 566 2 2500
k 422 569 1 4200
k 422 571 1 4600
k 422 574 2 4800
k 422 580 3 3600
k 422 584 102 600
k 422 587 3 4200
k 422 588 6 4300
k 422 590 3 4600
k 422 591 37 2900
k 422 593 5 4700
k 422 594 6 2400
k 422 595 3 5000
k 422 596 5 2900
k 422 600 12 900
k 422 601 7 1100
k 422 603 1 3200
k 422 604 11 2700
k 422 605 2 3300
k 423 464 6 1300
k 423 470 8 3800
k 423 471 10 4200
k 423 472 23 1900
k 423 473 2 3000
k 423 474 13 2900
k 423 475 9 3400
k 423 476 11 5100
k 423 480 2 4600
k 423 484 3 3700
k 423 486 9 5200
k 423 487 4 5200
k 423 494 2 1700
k 423 495 3 4200
k 423 498 27 2700
k 423 499 6 3100
k 423 500 8 1400
k 423 501 6 3800
k 423 502 9 3700
k 423 505 1 4800
k 423 506 1 2300
k 423 507 3 1400
k 423 508 7 2800
k 423 509 6 3200
k 423 510 1 3900
k 423 511 10 2100
k 423 513 3 2400
k 423 514 3 3400
k 423 515 1 2800
k 423 516 31 2600
k 423 517 2 4300
k 423 518 2 4600
k 423 519 11 2600
k 423 520 16 2500
k 423 530 2 1500
k 423 531 26 1800
k 423 532 17 2100
k 423 533 8 3000
k 423 534 7 1800
k 423 542 35 2500
k 423 545 4 2200
k 423 547 2 3500
k 423 549 19 2500
k 423 550 5 3800
k 423 554 8 4600
k 423 555 26 3600
k 423 557 6 3400
k 423 563 3 4300
k 423 565 5 1900
k 423 567 1 3200
k 423 568 2 4000
k 423 569 20 4000
k 423 571 16 3700
k 423 572 6 2100
k 423 573 37 1300
k 423 574 6 3600
k 423 576 4 2800
k 423 577 9 3700
k 423 579 1 2600
k 423 580 20 2700
k 423 581 11 2800
k 423 582 3 2300
k 423 585 28 2500
k 423 586 6 3600
k 423 587 145 3100
k 423 588 141 2800
k 423 589 28 4800
k 423 590 37 3200
k 423 591 10 4300
k 423 594 1 4700
k 423 595 7 4400
k 423 597 2 5600
k 423 598 2 5400
k 423 603 12 3500
k 423 604 35 2800
k 424 464 29 2900
k 424 467 2 3600
k 424 469 6 4000
k 424 470 3 4900
k 424 476 2 3200
k 424 480 3 3100
k 424 481 22 1800
k 424 483 1 3400
k 424 486 5 3600
k 424 487 3 4000
k 424 491 5 3900
k 424 492 2 4100
k 424 495 1 2200
k 424 496 2 3200
k 424 500 1 2600
k 424 502 10 5000
k 424 506 3 2100
k 424 508 3 900
k 424 518 4 3400
k 424 520 5 4200
k 424 525 23 2900
k 424 527 1 3600
k 424 528 3 3500
k 424 529 7 3600
k 424 534 4 2000
k 424 541 2 4200
k 424 542 8 4700
k 424 543 2 3700
k 424 544 2 3500
k 424 546 8 2800
k 424 547 11 1700
k 424 552 25 3300
k 424 553 3 3100
k 424 554 4 2900
k 424 557 2 4400
k 424 565 2 4500
k 424 566 5 3000
k 424 569 5 900
k 424 573 19 2000
k 424 575 1 3200
k 424 579 1 1800
k 424 581 4 2400
k 424 582 8 2400
k 424 583 1 4700
k 424 584 1 4100
k 424 585 1 5300
k 424 587 4 2000
k 424 588 24 1900
k 424 589 2 2500
k 424 590 5 2300
k 424 591 11 3300
k 424 593 1 2200
k 424 595 5 2200
k 424 604 5 3200
k 424 605 2 3000
k 425 464 2 4100
k 425 470 1 5000
k 425 472 3 5300
k 425 474 3 1900
k 425 491 3 5100
k 425 497 6 2300
k 425 508 16 3100
k 425 516 26 1500
k 425 520 4 4800
k 425 521 4 1100
k 425 527 3 4300
k 425 528 8 4500
k 425 541 5 5200
k 425 543 14 3500
k 425 555 5 1600
k 425 557 1 2600
k 425 563 2 1100
k 425 575 5 6400
k 425 578 21 6200
k 425 584 36 4900
k 425 598 1 1700
k 425 600 3 4500
k 426 464 8 2400
k 426 465 85 1900
k 426 466 22 3400
k 426 467 5 3100
k 426 470 2 6000
k 426 475 2 2300
k 426 476 1 2700
k 426 479 2 2500
k 426 480 2 2700
k 426 483 22 2600
k 426 484 3 2100
k 426 486 4 4500
k 426 487 26 2800
k 426 488 3 5600
k 426 491 7 4100
k 426 493 11 5000
k 426 494 9 4000
k 426 499 5 1000
k 426 502 11 1400
k 426 506 8 1400
k 426 507 2 2500
k 426 516 1 1200
k 426 518 2 2100
k 426 520 7 3800
k 426 522 2 4300
k 426 526 1 1900
k 426 528 1 4200
k 426 530 1 4200
k 426 531 4 1100
k 426 534 2 2100
k 426 535 2 4900
k 426 539 4 5300
k 426 540 5 5000
k 426 541 2 5000
k 426 542 3 3900
k 426 543 2 4900
k 426 547 3 1300
k 426 551 1 4700
k 426 554 7 2400
k 426 555 1 1100
k 426 557 5 5100
k 426 566 6 2800
k 426 570 2 1400
k 426 571 2 2100
k 426 572 6 3000
k 426 573 22 2400
k 426 577 7 1300
k 426 578 2 4300
k 426 579 7 1500
k 426 585 1 3500
k 426 588 16 1600
k 426 589 24 2400
k 426 595 2 2400
k 426 604 15 2700
k 426 605 2 3000
k 427 464 1 3100
k 427 498 6 300
k 427 527 4 3800
k 427 528 2 3500
k 427 566 1 4500
k 427 585 5 5200
k 428 464 1 3200
k 428 464 6 3200
k 428 467 2 3700
k 428 480 1 3200
k 428 481 4 2800
k 428 487 4 2900
k 428 488 3 5300
k 428 491 5 4800
k 428 492 14 5300
k 428 494 3 4300
k 428 498 4 900
k 428 501 1 1100
k 428 506 39 1900
k 428 507 2 1800
k 428 508 1 1500
k 428 511 3 2100
k 428 516 1 700
k 428 518 6 3400
k 428 519 7 2200
k 428 520 8 5100
k 428 524 4 3100
k 428 525 2 2800
k 428 526 4 2500
k 428 527 2 3600
k 428 527 19 4100
k 428 528 4 3900
k 428 528 37 3900
k 428 529 7 4300
k 428 531 7 1800
k 428 532 7 2700
k 428 536 5 3900
k 428 536 10 5000
k 428 541 3 4000
k 428 541 5 5200
k 428 542 2 4700
k 428 543 3 4900
k 428 546 8 3700
k 428 547 5 1700
k 428 551 6 3300
k 428 552 2 3200
k 428 554 7 3500
k 428 555 6 900
k 428 557 2 4300
k 428 560 1 6000
k 428 566 35 3800
k 428 572 5 4200
k 428 573 1 2700
k 428 573 9 2700
k 428 574 3 1000
k 428 576 2 2400
k 428 577 7 1800
k 428 578 2 4900
k 428 580 48 2500
k 428 584 18 4600
k 428 587 8 2600
k 428 588 5 2100
k 428 589 6 3400
k 428 590 4 2300
k 428 591 4 4300
k 428 595 1 2800
k 428 601 2 4800
k 429 464 2 900
k 429 466 1 3700
k 429 472 3 1700
k 429 473 1 3900
k 429 474 33 3700
k 429 480 3 5000
k 429 486 4 6900
k 429 494 1 2600
k 429 495 4 5600
k 429 500 2 1900
k 429 502 1 3800
k 429 503 2 3900
k 429 505 1 6100
k 429 507 5 3100
k 429 509 1 3700
k 429 516 11 3300
k 429 517 1 4600
k 429 518 2 4900
k 429 520 3 4100
k 429 527 7 2600
k 429 528 22 1700
k 429 529 3 1000
k 429 530 7 1700
k 429 531 1 2500
k 429 532 12 3200
k 429 541 5 2500
k 429 542 27 2400
k 429 546 6 1700
k 429 547 4 3600
k 429 548 1 3100
k 429 550 3 4500
k 429 551 1 3800
k 429 554 9 4100
k 429 555 2 3500
k 429 557 8 5200
k 429 564 5 7000
k 429 566 32 1500
k 429 569 7 3400
k 429 573 2 1900
k 429 574 2 4000
k 429 575 43 3100
k 429 578 7 1700
k 429 579 5 3100
k 429 580 33 2300
k 429 581 2 3300
k 429 582 30 2800
k 429 585 9 2900
k 429 587 14 4600
k 429 588 3 4200
k 429 590 6 4500
k 429 595 1 4800
k 429 600 1 2100
k 429 601 7 1600
k 429 604 7 3500
k 430 473 3 3900
k 430 474 45 3700
k 430 488 2 2600
k 430 491 3 2800
k 430 492 3 2700
k 430 516 26 3400
k 430 517 1 4900
k 430 520 3 2100
k 430 574 9 4100
k 430 575 6 1700
k 431 464 34 900
k 431 465 4 2900
k 431 466 2 3900
k 431 469 2 3100
k 431 471 4 4500
k 431 472 15 2400
k 431 473 3 1900
k 431 474 62 1600
k 431 476 20 3300
k 431 480 4 3200
k 431 484 5 2700
k 431 486 3 5700
k 431 487 11 3400
k 431 488 2 3700
k 431 491 11 2900
k 431 492 12 3300
k 431 493 4 3300
k 431 495 2 3700
k 431 496 3 3600
k 431 498 7 1900
k 431 499 1 1800
k 431 500 8 700
k 431 502 6 2100
k 431 503 5 2300
k 431 506 9 1500
k 431 507 11 600
k 431 508 4 1300
k 431 509 2 2200
k 431 510 3 1600
k 431 511 5 800
k 431 515 9 2500
k 431 516 33 1400
k 431 518 9 2800
k 431 520 17 3000
k 431 522 11 2600
k 431 524 2 1900
k 431 527 14 2100
k 431 528 42 1400
k 431 529 1 2400
k 431 530 1 7000
k 431 531 7 800
k 431 532 1 1400
k 431 534 3 1600
k 431 541 1 3700
k 431 542 34 2200
k 431 543 5 2800
k 431 545 4 1400
k 431 546 3 1000
k 431 547 110 1900
k 431 548 13 1000
k 431 549 4 2100
k 431 554 33 2800
k 431 555 2 2300
k 431 557 14 3600
k 431 563 2 2800
k 431 564 12 5400
k 431 566 82 1100
k 431 569 4 2200
k 431 574 6 2800
k 431 575 41 1700
k 431 577 12 1900
k 431 578 21 1800
k 431 579 38 2000
k 431 580 38 1200
k 431 581 2 1300
k 431 582 20 1500
k 431 584 1 3100
k 431 585 16 2200
k 431 586 1 1300
k 431 588 3 2500
k 431 589 3 3300
k 431 595 6 2800
k 431 597 7 2900
k 431 600 5 3100
k 431 601 6 2700
k 431 602 6 900
k 431 604 32 2300
k 432 464 33 2700
k 432 465 4 3100
k 432 466 3 3500
k 432 468 14 6200
k 432 469 3 4900
k 432 470 7 5800
k 432 471 5 6000
k 432 472 1 4700
k 432 480 3 2900
k 432 481 6 2200
k 432 482 1 4800
k 432 484 3 3200
k 432 486 4 4400
k 432 487 1 4000
k 432 488 22 4600
k 432 491 54 4200
k 432 492 12 4700
k 432 494 10 4300
k 432 500 5 3000
k 432 502 3 2300
k 432 504 2 2300
k 432 506 12 1600
k 432 508 4 1400
k 432 519 19 1900
k 432 520 35 4500
k 432 522 18 4200
k 432 524 7 3100
k 432 525 3 2500
k 432 527 7 4000
k 432 528 10 3300
k 432 529 1 3600
k 432 530 6 4200
k 432 531 3 1700
k 432 534 2 1800
k 432 535 3 7000
k 432 536 23 4400
k 432 538 2 3700
k 432 540 57 4200
k 432 541 55 4600
k 432 542 17 4700
k 432 543 22 4300
k 432 546 3 7000
k 432 547 12 1400
k 432 548 10 1000
k 432 549 2 4800
k 432 551 1 4100
k 432 552 15 4100
k 432 553 2 3700
k 432 554 6 3300
k 432 557 4 5300
k 432 561 14 3800
k 432 565 3 4400
k 432 566 25 4100
k 432 571 2 1200
k 432 573 71 2700
k 432 575 13 3200
k 432 577 6 2500
k 432 578 38 4300
k 432 580 48 2000
k 432 581 8 2900
k 432 584 17 4500
k 432 585 13 4900
k 432 587 19 2300
k 432 588 38 1900
k 432 589 8 3200
k 432 590 3 2500
k 432 591 3 4000
k 432 593 1 3600
k 432 594 1 3400
k 432 595 8 2500
k 432 601 5 4200
k 432 602 21 3500
k 432 603 1 7000
k 432 604 31 3800
k 432 605 2 3200
k 433 464 15 1500
k 433 465 14 3400
k 433 466 10 2500
k 433 467 3 4000
k 433 468 8 2500
k 433 469 6 900
k 433 470 29 1700
k 433 471 43 2000
k 433 472 33 1100
k 433 474 7 3700
k 433 475 11 3000
k 433 476 11 4200
k 433 480 2 3200
k 433 482 3 2200
k 433 484 3 3600
k 433 487 6 5000
k 433 488 18 1100
k 433 491 21 1000
k 433 492 8 1100
k 433 493 6 700
k 433 494 26 600
k 433 495 2 4900
k 433 498 15 3200
k 433 499 6 4100
k 433 500 1 2600
k 433 502 2 3800
k 433 504 2 4600
k 433 505 1 3900
k 433 506 3 3000
k 433 508 6 2900
k 433 509 2 3200
k 433 511 3 2900
k 433 514 3 3000
k 433 515 3 2900
k 433 516 14 4100
k 433 517 29 3200
k 433 518 9 4000
k 433 520 43 600
k 433 522 37 300
k 433 524 51 300
k 433 525 3 3200
k 433 527 4 1100
k 433 528 14 1900
k 433 530 3 3000
k 433 531 6 2900
k 433 532 5 3000
k 433 534 2 2500
k 433 535 2 1100
k 433 536 8 1100
k 433 539 4 1400
k 433 540 29 1100
k 433 541 44 1200
k 433 542 12 2700
k 433 543 42 1100
k 433 544 2 2100
k 433 545 3 3000
k 433 546 4 1300
k 433 547 1 3600
k 433 549 8 2300
k 433 551 3 500
k 433 552 13 400
k 433 553 16 800
k 433 554 60 4500
k 433 555 24 3300
k 433 556 3 3800
k 433 557 41 1500
k 433 558 1 2200
k 433 559 5 1700
k 433 560 3 2600
k 433 561 2 5000
k 433 563 1 3500
k 433 564 1 4500
k 433 565 5 1000
k 433 566 7 2300
k 433 569 4 3500
k 433 571 5 3900
k 433 572 6 2700
k 433 573 4 2200
k 433 574 1 3500
k 433 576 1 3100
k 433 577 6 3800
k 433 578 52 300
k 433 579 1 3000
k 433 580 4 2800
k 433 581 3 3200
k 433 584 32 1200
k 433 585 4 5000
k 433 586 1 4000
k 433 587 4 3900
k 433 588 11 3900
k 433 590 2 4200
k 433 591 34 2800
k 433 593 2 4500
k 433 594 2 3100
k 433 595 1 3900
k 433 596 7 2700
k 433 599 6 500
k 433 600 36 700
k 433 601 35 300
k 433 602 1 2700
k 433 603 1 2800
k 433 604 48 1600
k 433 605 8 2600
k 434 464 28 2500
k 434 467 2 3700
k 434 470 3 5600
k 434 471 2 6000
k 434 484 1 3300
k 434 487 1 3500
k 434 491 5 3400
k 434 502 6 2200
k 434 506 5 2000
k 434 507 2 800
k 434 508 6 800
k 434 520 3 3800
k 434 527 4 2700
k 434 528 5 3700
k 434 529 2 3400
k 434 530 10 3800
k 434 531 5 300
k 434 534 3 1900
k 434 542 2 3600
k 434 543 3 4900
k 434 545 1 1900
k 434 547 6 2100
k 434 551 3 4000
k 434 552 2 3100
k 434 557 1 5100
k 434 561 1 3400
k 434 566 2 3000
k 434 572 1 7000
k 434 573 6 1500
k 434 579 10 1500
k 434 581 3 1300
k 434 585 2 3800
k 434 588 7 2700
k 434 589 7 3700
k 434 590 2 3000
k 434 600 2 4600
k 434 604 11 5000
k 435 464 3 3100
k 435 472 18 4700
k 435 473 2 1700
k 435 476 3 2600
k 435 483 3 3000
k 435 488 13 6300
k 435 491 15 4700
k 435 492 17 6100
k 435 502 1 2100
k 435 508 10 500
k 435 510 1 2000
k 435 511 3 1500
k 435 513 4 1400
k 435 516 1 2100
k 435 518 2 2200
k 435 519 1 2200
k 435 520 23 3200
k 435 522 2 4900
k 435 527 6 3600
k 435 528 38 3900
k 435 529 7 4200
k 435 531 6 2400
k 435 532 14 1600
k 435 535 1 6700
k 435 539 3 5600
k 435 541 18 4200
k 435 543 1 4000
k 435 547 1 1600
k 435 553 1 3900
k 435 575 7 3600
k 435 578 3 4900
k 435 583 5 4000
k 435 584 5 4500
k 435 588 5 2300
k 435 600 40 5400
k 435 601 4 4900
k 436 464 133 2300
k 436 465 13 4300
k 436 466 7 3300
k 436 467 5 4900
k 436 468 17 2600
k 436 469 18 1900
k 436 470 79 2600
k 436 471 51 3000
k 436 472 26 2200
k 436 473 1 4100
k 436 474 118 4000
k 436 475 22 3900
k 436 476 34 7000
k 436 477 2 5000
k 436 478 3 5200
k 436 479 7 5500
k 436 480 14 4100
k 436 482 35 3400
k 436 483 1 3800
k 436 484 7 4200
k 436 485 1 7000
k 436 486 1 5900
k 436 487 3 5400
k 436 488 6 1300
k 436 491 15 1300
k 436 492 1 1600
k 436 493 14 1900
k 436 494 11 1100
k 436 495 9 4900
k 436 496 16 4700
k 436 498 115 3700
k 436 499 36 4500
k 436 500 2 3000
k 436 501 20 4700
k 436 502 4 4700
k 436 503 6 4300
k 436 505 1 5500
k 436 506 6 3600
k 436 507 56 2700
k 436 508 19 2500
k 436 509 55 3300
k 436 510 8 4300
k 436 511 24 3100
k 436 512 8 3200
k 436 513 12 3800
k 436 514 20 3500
k 436 515 6 4800
k 436 516 222 3500
k 436 517 22 2700
k 436 518 34 4500
k 436 519 9 3100
k 436 520 123 700
k 436 522 151 400
k 436 523 1 900
k 436 524 24 500
k 436 525 41 2800
k 436 526 19 2500
k 436 527 68 1600
k 436 528 14 2100
k 436 530 10 3700
k 436 531 56 2400
k 436 532 52 2900
k 436 533 5 4600
k 436 534 13 3200
k 436 535 4 1300
k 436 536 69 1300
k 436 538 5 1400
k 436 539 4 1200
k 436 540 272 1200
k 436 541 100 1200
k 436 542 22 2700
k 436 543 22 1200
k 436 544 10 3600
k 436 545 18 3500
k 436 546 33 1600
k 436 547 13 4000
k 436 549 13 2200
k 436 550 48 3700
k 436 552 80 600
k 436 553 104 300
k 436 554 59 3900
k 436 555 113 3500
k 436 557 24 2500
k 436 558 1 2700
k 436 559 3 2200
k 436 561 17 2300
k 436 562 33 4300
k 436 563 8 3600
k 436 564 9 5400
k 436 566 46 2500
k 436 568 1 5700
k 436 569 16 4000
k 436 570 45 4700
k 436 571 63 4500
k 436 572 32 1700
k 436 573 54 3000
k 436 574 34 4600
k 436 575 24 300
k 436 576 14 3500
k 436 577 15 4100
k 436 579 16 4000
k 436 580 64 3300
k 436 581 6 3300
k 436 582 5 3600
k 436 584 49 1000
k 436 585 19 3600
k 436 586 36 3200
k 436 587 18 5000
k 436 588 65 4100
k 436 590 24 4400
k 436 591 369 2800
k 436 593 43 4900
k 436 594 21 3400
k 436 595 23 4700
k 436 596 74 3100
k 436 597 5 5200
k 436 598 3 5200
k 436 599 3 1100
k 436 600 41 1100
k 436 601 218 300
k 436 602 8 3900
k 436 603 5 2900
k 436 604 43 2500
k 436 605 202 3100
k 437 464 6 2200
k 437 465 3 2600
k 437 473 2 1300
k 437 476 4 2500
k 437 483 2 2300
k 437 484 4 2300
k 437 487 4 2700
k 437 491 3 4800
k 437 499 2 2700
k 437 500 3 2500
k 437 502 4 2100
k 437 516 6 1600
k 437 518 4 2000
k 437 520 5 4400
k 437 522 2 4800
k 437 527 1 3600
k 437 528 9 3600
k 437 531 2 300
k 437 532 4 1100
k 437 534 1 1900
k 437 543 5 5600
k 437 546 1 2100
k 437 547 3 5000
k 437 554 3 2000
k 437 555 2 1400
k 437 577 19 1400
k 437 584 2 4500
k 437 588 2 2000
k 437 600 1 5200
k 437 602 1 1900
k 438 464 56 2300
k 438 465 9 3100
k 438 467 5 4200
k 438 468 3 4400
k 438 469 2 3500
k 438 470 8 5500
k 438 471 5 5700
k 438 472 1 3100
k 438 473 4 2200
k 438 474 18 1700
k 438 484 3 3300
k 438 487 5 4000
k 438 488 4 4700
k 438 491 3 4300
k 438 492 3 3600
k 438 493 20 4200
k 438 498 92 1800
k 438 500 9 1700
k 438 501 11 2000
k 438 506 3 2000
k 438 507 1 1400
k 438 508 2 2100
k 438 509 2 1500
k 438 516 28 2200
k 438 518 8 3900
k 438 520 5 4000
k 438 522 1 4400
k 438 524 1 2900
k 438 525 1 2200
k 438 526 13 1400
k 438 527 2 2700
k 438 530 1 2200
k 438 536 5 5700
k 438 538 2 3800
k 438 542 12 3400
k 438 543 2 5000
k 438 544 1 2600
k 438 545 1 1300
k 438 546 2 2500
k 438 547 3 2000
k 438 548 3 1300
k 438 549 2 2700
k 438 553 11 2600
k 438 554 6 2500
k 438 555 3 2000
k 438 556 2 2900
k 438 557 4 5400
k 438 561 4 3300
k 438 566 21 3100
k 438 569 5 1900
k 438 572 6 2400
k 438 573 29 1700
k 438 574 15 2000
k 438 575 1 3500
k 438 577 14 2400
k 438 579 2 700
k 438 584 1 3700
k 438 585 1 4000
k 438 588 20 2600
k 438 589 6 3600
k 438 590 5 2900
k 438 593 4 2900
k 438 595 14 2700
k 438 601 9 3700
k 438 602 16 2400
k 438 603 2 4200
k 438 604 21 3100
k 439 464 16 1800
k 439 465 10 3400
k 439 467 1 3900
k 439 470 2 5000
k 439 471 1 5400
k 439 473 9 2400
k 439 474 2 1600
k 439 488 6 3600
k 439 491 4 4100
k 439 498 32 2000
k 439 500 1 1200
k 439 501 5 2600
k 439 516 75 1700
k 439 518 2 3400
k 439 523 1 3100
k 439 525 1 1200
k 439 527 5 2300
k 439 528 4 3200
k 439 531 3 700
k 439 534 7 1400
k 439 541 5 4200
k 439 542 3 2900
k 439 544 1 3100
k 439 545 1 1200
k 439 546 3 2600
k 439 555 3 1900
k 439 557 2 7000
k 439 565 2 3800
k 439 566 8 2600
k 439 567 3 2200
k 439 572 1 2800
k 439 573 2 1500
k 439 574 9 2900
k 439 577 4 2600
k 439 578 3 3500
k 439 585 2 3700
k 439 588 27 2800
k 439 589 9 3600
k 439 590 11 3100
k 439 591 7 5500
k 439 595 16 3200
k 439 598 4 4400
k 439 602 1 2400
k 439 604 4 4400
k 440 464 14 2000
k 440 465 2 3300
k 440 466 2 4600
k 440 470 3 5200
k 440 471 2 5600
k 440 472 3 3900
k 440 474 14 2500
k 440 476 9 3300
k 440 483 1 4000
k 440 484 8 2500
k 440 487 11 3500
k 440 488 24 4200
k 440 491 4 3700
k 440 493 1 3600
k 440 497 1 3400
k 440 498 7 1600
k 440 500 5 1400
k 440 501 7 2800
k 440 506 4 1000
k 440 507 2 300
k 440 508 3 1300
k 440 514 13 2400
k 440 516 3 1900
k 440 518 10 2700
k 440 520 7 3300
k 440 521 2 3500
k 440 527 2 2500
k 440 528 5 2500
k 440 530 5 2000
k 440 531 3 1500
k 440 532 7 1400
k 440 542 7 3100
k 440 543 5 3600
k 440 544 3 3200
k 440 546 2 2500
k 440 547 4 2100
k 440 549 2 2700
k 440 554 11 2700
k 440 555 4 2500
k 440 557 2 3800
k 440 561 1 2900
k 440 566 5 2500
k 440 571 8 2700
k 440 572 1 2900
k 440 573 5 1000
k 440 574 5 2500
k 440 577 10 2200
k 440 579 1 1200
k 440 585 1 3300
k 440 588 10 2800
k 440 589 3 3800
k 440 591 2 4800
k 440 595 9 3400
k 440 601 3 3000
k 440 602 4 1900
k 440 604 19 3800
k 440 605 6 4400
k 441 464 12 3000
k 441 467 7 5600
k 441 475 2 3100
k 441 480 8 3500
k 441 499 3 3700
k 441 520 4 400
k 441 549 2 2800
k 441 553 3 1200
k 441 554 3 5100
k 441 557 6 1800
k 441 561 1 5000
k 441 566 2 2000
k 441 572 4 4000
k 441 575 36 800
k 441 576 1 4100
k 441 578 21 1000
k 441 580 3 2900
k 441 600 7 700
k 441 601 7 1100
k 441 603 6 2800
k 441 604 25 3200
k 441 605 24 3800
k 442 464 18 2500
k 442 465 3 4600
k 442 467 11 5100
k 442 468 7 2200
k 442 469 5 2000
k 442 470 38 2000
k 442 471 25 2400
k 442 472 12 2400
k 442 474 22 4300
k 442 475 10 4100
k 442 476 2 4600
k 442 477 18 5400
k 442 478 2 5400
k 442 479 4 5400
k 442 480 10 4300
k 442 482 3 7000
k 442 484 3 4400
k 442 485 4 6600
k 442 486 10 4500
k 442 495 8 3600
k 442 496 12 3900
k 442 498 108 3900
k 442 499 45 4800
k 442 501 20 4900
k 442 502 6 5200
k 442 503 2 4700
k 442 504 6 5100
k 442 505 5 4200
k 442 506 6 3800
k 442 507 4 2900
k 442 508 10 3400
k 442 509 24 3600
k 442 510 3 3900
k 442 511 23 3300
k 442 513 4 4000
k 442 514 14 3800
k 442 515 3 5000
k 442 516 42 3800
k 442 517 42 3200
k 442 518 5 4700
k 442 519 14 3200
k 442 520 28 300
k 442 521 14 4000
k 442 522 35 1100
k 442 523 28 1200
k 442 524 35 1100
k 442 525 16 3600
k 442 526 13 4300
k 442 527 21 1900
k 442 528 14 2300
k 442 531 32 3000
k 442 532 22 3700
k 442 533 1 4700
k 442 534 6 3400
k 442 536 1 1000
k 442 539 1 1000
k 442 541 6 1000
k 442 542 8 3300
k 442 543 10 1000
k 442 544 1 3800
k 442 545 12 3700
k 442 546 3 1800
k 442 547 4 4200
k 442 549 15 2400
k 442 550 7 2800
k 442 551 12 1200
k 442 552 38 1100
k 442 553 43 800
k 442 554 31 4600
k 442 555 57 3800
k 442 556 2 3900
k 442 557 8 2700
k 442 560 1 2900
k 442 561 4 5000
k 442 562 12 3000
k 442 563 6 3200
k 442 564 6 4500
k 442 565 78 500
k 442 566 6 2700
k 442 567 2 4000
k 442 568 5 4400
k 442 569 10 4200
k 442 571 13 4200
k 442 572 5 3500
k 442 573 2 3200
k 442 574 22 4800
k 442 575 34 700
k 442 576 9 3600
k 442 578 90 900
k 442 579 6 4200
k 442 580 105 3500
k 442 581 22 3500
k 442 582 28 3800
k 442 585 3 3800
k 442 586 15 4500
k 442 587 19 4000
k 442 588 41 4300
k 442 590 30 4600
k 442 591 161 2700
k 442 593 19 3500
k 442 594 14 3000
k 442 595 8 3800
k 442 596 68 1700
k 442 597 4 5400
k 442 598 4 4300
k 442 600 20 300
k 442 601 90 1200
k 442 603 4 3100
k 442 604 18 2700
k 442 605 15 7000
k 443 464 43 2800
k 443 473 20 4900
